content,sentiment
"@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking.#Hillary #divide #anger #chaos",anger
"ESPN just assumed I wanted their free magazines #offended",anger
"Weak people revenge. Strong people forgive. Intelligent people ignore.",anger
"@Matt_Lat fuming ain't the word",anger
"@Kruzer You're not stealing my girl, I've solo'd Crota's End flawlessly. Do not try or face the wrath of the machine \xf0\x9f\x98\xa4",anger
"People fuckin irritate me",anger
"I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer",anger
"@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. #anger #love #conflicted\xf0\x9f\x98\xac",anger
"Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp",anger
"Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen",anger
"i resent biting my tongue.",anger
"@HuffingtonPost huff i know your pro-hillary and so is CNN and MSNBC, but they made no mention of this, this statement would be gold for em",anger
"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen",anger
"They gonna give this KKk police bitch the minimum sentence..just wattch #angry",anger
"@takumasgirl I fell and heard a snap hffffhj",anger
"@Shonna_Ludi @_braaaat_ \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad resentment",anger
"@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW",anger
"You can't fight the elephants until you have wrestled the pigs. #quoteoftheday ",anger
"Can't believe I've only got 2 days off left \xf0\x9f\x99\x84 #backtoreality #raging",anger
"That AK47 leave your spine with a frown",anger
"i feel furious",anger
"I love when people say they aren't racist right before they say some racist shit... Not how that works... ",anger
"@loueezecee I don't know how much more of that bloody pout I can take!!",anger
"Will I offend you\\nif I am truthful but kind\\nor will you see why?\\n@baffled #haikuchallenge ",anger
"come on let's make em hate \xf0\x9f\x98\x98make em pout they face \xf0\x9f\x91\xbf\xf0\x9f\x98\xa9.",anger
"All Brian does is sleep and aggravate me",anger
"Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche",anger
"luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick",anger
"not near my kitchen so unfortunately I cannot do a cooking snap series \xf0\x9f\x8d\xb3",anger
"You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon us\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4",anger
"I'm not use to getting up early asf this shit goin irritate me.",anger
"testing ",anger
"Bon on allume madden",anger
"@eMilsOnWheels I'm furious \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9",anger
"Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.",anger
"Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. ",anger
"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!",anger
"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol",anger
"That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. ",anger
"My blood is boiling",anger
"@BitchestheCat Look at those teef! ",anger
"That is at least the 3rd time the balls been burst in our games",anger
"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter",anger
"Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.",anger
"@Lizombi There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it.",anger
"@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either",anger
"you are an angry glass of vodka",anger
"@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle ",anger
"#DonKing lion of #black community speaks truth to power of @POTUS insult 'black vote is given away cavalierly...playing by (@TheDemocrats)'",anger
"@KClarkSC2 @JohamasSC2 with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.",anger
"@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing.",anger
"Nor hell a fury like a woman scorned -- William Congreve",anger
"@RussellHartness @Mariners @BlueJays :  Wrongdoing!  Grrr.  After the fact, I know, but emailing displeasure now anyway .",anger
"@LeonWobYP b***er off. NCFC is a grudge match :)",anger
"@ChurdAllan fucked my coupon that goal! ",anger
"@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat",anger
"I got a NO RESPONSE again from an #irate customer of #amazon \xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\\nwhy can't they understand that it's not always amazon fault..\\n#carrierfault",anger
"I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes",anger
"You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry",anger
"@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days",anger
"I wanna see you smile I don't wanna see you make a frown",anger
"Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh",anger
"Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger
"im so mad about power rangers. im incensed. im furious.",anger
"I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well",anger
"He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees ",anger
"I wonder what would happen if I were to tell some people the truth #savage #uhoh ",anger
"\xe2\x80\x94 Self-hatred gives rise to fury, fury to the desire for self-change.",anger
"@ColinOccupantz @JasnaBadzak @proremain and there was I thinking #UKIP were a party of angry old men - how wrong can you be!",anger
"And to discriminate only generates hate\\nAnd when you hate then you're bound to get irate,",anger
"@kingvee_ don't provoke me to anger",anger
"It's easy to hold a grudge harder to let go.",anger
"Eat my ass' is no longer an insult",anger
"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. ",anger
"Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life",anger
"@komal_sidhnani true...\\nThey r burning with other's pleasure!\\nPpl in true love happiness everywhere _\xf0\x9f\x98\x83",anger
"@VodafoneUKhelp @VodafoneUK wow!! My bill is \xc2\xa344.77 and hav a text from u to prove that and you have taken \xc2\xa3148!!!!! #swines #fuming #con!",anger
"Defination of a best friends..!!! \\n\\na person who opens his mouth just to #insult yu..!! :D :D :D",anger
"@VeyGraphics I had to unfollow, he got trolled by trolls. His revenge trolling just caused a lot of collateral damage.",anger
"Are belittling kitty straight a service? provoke lift aboard!: Wycelv",anger
"@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay",anger
"@lyssababe615 \\nIf this room was burning \xf0\x9f\x94\xa5",anger
"@alicehouston18 sorry I'm just angry my drone flew away",anger
"@TDsNation i watch all your videos but i like madden better!",anger
"your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\\n\\n(this is not meant as a defense)",anger
"Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.",anger
"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco",anger
"@omgitsbrittanyy @WittLowry u probably irritate the shit out of him always talking to him. He could probably give 2 shits about u lol \xf0\x9f\x96\x95\xf0\x9f\x8f\xbb",anger
"Or when they hmu on snap, and I'm like.. which one are you. \xf0\x9f\x92\x80",anger
"@FluDino Event started! everyone is getting ready to travel to the lake of rage, where everything glows",anger
"I'm girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life",anger
"@notquitefrodo @dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time lol",anger
"@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\\n#AllScumbags",anger
"some of the casuals tweets that Vic has faved are making me gag #bitter",anger
"One of my favorite classic cars is the Plymouth fiery.",anger
"Ive always wondered how long Angelina put up with Brad's crap. Not gon lie \xf0\x9f\x98\x90 #bitter",anger
"@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge",anger
"Point scorning and fury at Labor does nothing to address long term detention and the need to resettle #asylumseekers from #manus and #Nauru",anger
"I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed ",anger
"@TrueAggieFan oh so that's where Brian was! Where was my invite? ",anger
"@SwiftShimada SPARKLES, proud little huff. Still posing mind you.",anger
"I wish the next madden has a story mode too. Just like Fifa 17 #madden",anger
"Id love 2 c Gyimah in action but his coach is holding a grudge against him!",anger
"Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul",anger
"@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though",anger
"@everycolorbot more like every color looks the same #triggered #colorblind #offended",anger
"After what just happened. In need to smoke. ",anger
"@Kailyew hahah tiff sent me that too\xf0\x9f\x98\x82",anger
"as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia",anger
"I can definitely feel my irritation today, lord give me strength",anger
"These people irritate tf out of me I swear \xf0\x9f\x99\x84 I'm goin to sleep \xe2\x9c\x8c\xf0\x9f\x8f\xbe\xef\xb8\x8f",anger
"Yo gurls Dm for a tribute \xf0\x9f\x98\x9c\xf0\x9f\x92\xa6 #snapme #dm #nudes #tribute #cumtribute #cock  #cum #swallow",anger
"@PAULROVlA the first resulted in me angrily sobbing and ranting about finnick in the cinema",anger
"@politicalTigres @Saifullah_Uchvi welcome ji . sorry for words that irritate u",anger
"@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ",anger
"Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her",anger
"GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED ",anger
"@TehShockwave turn that grumpy frown upside-down\\n\\nYou did something next to impossible today",anger
"@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz #sting #HONEY",anger
"Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' \xf0\x9f\x98\x82 #raging",anger
"@edquinn63 how can you even forget to pick ur fave child up from school #offended",anger
